country,year,sex,list,agf,cause,total,d0,d1,d5,d10,d15,d20,d25,d30,d35,d40,d45,d50,d55,d60,d65,d70,d75,d80,d85p,d85,d90p,d90,d95p,d95,d100p
USA,2004,2,short,4,S002,276739.22,75.63,221.25,248.41,247.71,327.2,419.93,656.08,1364.58,2739.77,5901.72,10103.02,14617.26,20350.36,24756.2,28985.24,35352.47,41538.4,40769.25,48064.74,28606.67,19391.58,14529.99,4836.3,4187.18,642.33
USA,2004,2,short,4,S003,5431.17,36.26,31.31,25.45,20.56,36.7,50.43,75.42,77.12,108.65,186.59,213.34,243.64,231.87,273.81,292.72,395.42,563.23,750.96,1817.69,764.63,1053.77,661.88,392.27,311.26,81.21
USA,2004,2,short,4,S004,53166.4,87.02,68.88,48.87,57.56,83.58,166.74,200.44,346.55,487.9,815.75,1327.81,1871.32,2713.01,3247.66,4012.73,5476.76,7361.7,8887.88,15904.21,7924.37,7973.54,5411.59,2559.28,2106.09,452.53
USA,2004,2,short,4,S005,38725.35,0,5.22,1.02,10.28,36.7,68.96,78.52,130.6,224.47,383.39,554.67,435.71,369.99,372.47,513.01,1146.01,2910.87,6392.26,25091.22,9589.83,15521.11,9404.85,6126.61,4945.26,1182.34
USA,2004,2,short,4,S006,69333.19,166.79,169.07,100.79,125.4,118.24,171.88,169.44,223.14,312.62,494.53,772.07,1017,1298.48,1547.25,2048.01,3497.39,7644.43,13283.13,36173.51,16193.03,19984.8,13255.99,6726.37,5594.49,1128.55
USA,2004,2,short,4,S007,349311.24,200.98,97.06,50.9,76.06,130.47,233.64,402.95,693.09,1359.13,2767.34,4575.59,6496.37,8847.52,11931.21,16011.15,24851.34,40037.37,61438.4,169110.66,71556.66,97616.41,61742.42,35903.45,28676.59,7240.78
USA,2004,2,short,4,S008,92618.97,58.01,18.79,16.29,21.58,28.54,68.96,99.19,192.3,338.25,807.57,1247.52,1560.91,1992.1,2487.52,3650.48,6107.47,11266.87,18089.08,44567.56,20579.8,23986.67,16149.33,7831.13,6495.58,1332.15
USA,2004,2,short,4,S009,21609.67,18.65,5.22,1.02,6.17,4.08,28.82,44.43,81.24,123,205.97,286.48,345.74,499.03,680.51,1024.01,1663.17,2721.45,3870.88,9999.83,4250.56,5752.77,3530.38,2225.61,1756.63,470.41
USA,2004,2,short,4,S010,33539.8,138.82,89.75,18.33,21.58,29.56,44.26,38.23,76.1,136.32,275.3,344.38,425.61,588.75,767.08,1003.89,1805.04,3397.53,5786.64,18552.64,7265.55,11299.89,6896.82,4409.92,3406.42,1008.31
USA,2004,2,short,4,S011,86324.59,151.25,63.66,28.51,46.25,64.22,85.43,98.15,123.4,266.49,533.27,985.41,1521.46,2757.25,4567.26,6665.1,10422.75,14828.41,16990.5,26125.83,14239.42,11863.61,8390.64,3464.35,2930.79,530.53
USA,2004,2,short,4,S012,42511.13,242.29,41.7,17.55,34.05,50.07,84.65,97.26,201.94,534.82,1183.68,1819.88,2043.32,2218.69,2487.08,2845.6,3834.94,5175.16,6499.06,13099.38,6320.42,6775.87,4574.63,2199.31,1855.2,342.33
USA,2004,2,short,4,S013,12848.29,6.22,5.22,9.16,21.58,38.73,83.37,125.02,123.4,198.85,297.74,395.18,463.01,621.01,622.12,785.61,1063.5,1515.39,2090.38,4382.82,1976.91,2406.28,1519.28,887.77,702.65,185.63
USA,2004,2,short,4,S014,34676.57,81.85,10.44,7.13,9.25,57.08,170.85,214.91,266.34,276.75,349.74,499.83,727.9,990.03,1289.59,1831.82,2748.94,4469.82,6184.72,14489.58,6614.79,7875.2,5196.67,2677.94,2207.76,469.39
USA,2004,2,short,4,S015,12486.13,10057.11,285.95,105.88,86.34,114.16,91.6,90.92,99.75,82,136.63,147.3,173.88,174.41,141.94,124.73,96.59,118.89,160.49,197.55,101.28,96.17,64.15,32,23.63,8.44
USA,2004,2,short,4,S016,54900.77,679.52,919.68,525.67,765,2838.71,2896.4,2520.02,2751.96,3383.26,4528.42,4587.81,3464.86,2574.05,2068.56,1839.38,2174.95,3180.72,4234.2,8967.61,4192.58,4774.28,3212.13,1560.95,1311.93,247.89
USA,2004,3,short,4,S000,2397615,27948.31,4791.41,2890.14,3948.6,13718.34,19733.27,18787.92,22112.64,31963.71,53443.08,77955.08,99794.11,121184.3,143550.97,172000.56,227700.49,310767.29,373508.38,671816.4,338161.25,333655.15,227676.11,105979.05,87451.53,18527.51
USA,2004,3,short,4,S001,67001.18,556.31,213.1,82.09,84.53,147.97,343.09,675.56,1438.15,2713.25,4290.37,5146.45,5394.14,4446.57,3854.4,4097.02,5292.28,7018.97,8289.47,12917.47,6985.74,5927.22,4196.17,1728.95,1474.98,252.76
USA,2004,3,short,4,S002,572865.88,150.99,470.75,578.09,547.06,793.82,1063.92,1390.01,2524.07,4766.01,10611.83,19820.79,31072.82,44086.56,54944.03,64809.87,77787.01,89485.18,82520.26,85442.8,53623.33,31733.09,24420.13,7282.63,6391.75,882.29
USA,2004,3,short,4,S003,9547.91,98.01,70.81,50.97,44.91,83.36,108.7,149.42,172.55,239.84,384.09,445.28,478.43,497.33,536.75,572.44,736.37,987.88,1276.9,2613.87,1211.13,1403.61,911.52,492.6,394.96,97.92
USA,2004,3,short,4,S004,100111.04,242.97,149.96,96.84,127.58,179.95,351.76,451.21,765.2,1183.82,2018.09,3281.96,4633.02,6308.94,7487.45,8798.58,11145.1,14014.62,15626.28,23247.7,12484.23,10755.64,7577.15,3175.25,2637.63,537.04
USA,2004,3,short,4,S005,62374.44,2.09,9.38,5.1,24.49,91.53,220.39,325.48,450.07,816.43,1422.07,1946.6,1874.97,1539.66,1329.07,1384.68,2445.47,5192.67,10116.95,33177.34,13728.4,19472.87,12256.89,7227.47,5902.14,1326.31
USA,2004,3,short,4,S006,113077.34,399.15,343.75,226.39,311.19,397.33,456.17,439.81,508.44,701.09,1157.63,1702.88,2172.7,2716.46,3170.03,4241.2,7138.42,14230.7,22706.38,50057.61,24562.98,25497.73,17548.24,7945.9,6702.34,1239.14
USA,2004,3,short,4,S007,683263.88,440.71,195.82,84.59,166.38,378.01,703.9,1181,2175.97,4318.37,9261.66,16138.83,23092.22,29674.9,36298.97,43742.32,60021.12,87183.05,116571.37,251634.68,118015.97,133695.89,88495.5,45233.99,36696.54,8553.32
USA,2004,3,short,4,S008,152014.13,132.33,42.7,34.66,43.91,70.13,145.63,214.29,368.79,736.95,1678.39,2666.63,3600.09,4409.3,5641.49,7856.91,12174.1,20665.35,29871.72,61660.77,30555.56,31104.82,21583.87,9514.2,7976.86,1533.51
USA,2004,3,short,4,S009,40684.48,44.81,7.3,4.08,14.28,20.31,79.93,122.53,196.16,300.3,535.45,818.49,1043.98,1354.84,1859.03,2559.21,3914.53,5690.13,7320.49,14798.62,7031.11,7771.33,5042.61,2732.04,2194.26,539.26
USA,2004,3,short,4,S010,60877.24,352.33,154.2,39.76,51.01,77.24,123.99,112.22,206.41,325.93,606.84,826.55,1116.76,1395.11,1811.63,2399.25,4052.38,7096.56,11189.19,28939.88,12543.96,16414.4,10430.42,5993.68,4710.13,1289.99
USA,2004,3,short,4,S011,168617.2,320.8,155.14,77.5,113.22,149.42,191.73,220.45,286.54,533.99,1076.62,2009.77,3321.73,5791.98,9647.04,14241.61,21847.63,30460.73,33194.31,44976.98,26000.89,18948.98,13837.15,5102.35,4371.22,727.7
USA,2004,3,short,4,S012,85792.23,548.37,107.65,42.29,55.48,91.01,183.93,258.85,610.81,1501.91,3382.23,5513.85,6889.09,6620.14,6318.13,6507.38,7852.44,9818.79,10940.35,18549.54,9569.37,8976.86,6266.58,2708.07,2295.81,410.51
USA,2004,3,short,4,S013,18685.18,21.92,12.49,11.2,34.78,67.14,123.23,165.1,174.7,304.41,439.97,636.26,790.88,962.12,1048.2,1223.23,1648.72,2343.32,3006.92,5670.59,2698.8,2972.41,1930.04,1043.28,841.39,202.32
USA,2004,3,short,4,S014,61721.75,208.5,27.07,12.23,19.4,73.31,217.88,273.49,349.45,467.38,706.87,1083.74,1595.17,2157.72,2690.77,3732.28,5409.65,8613.67,11442.43,22640.75,11146.24,11496.77,7900.73,3595.7,2996.34,598.76
USA,2004,3,short,4,S015,27922.04,22866.84,656.02,234.48,187.81,261.25,231.64,216.3,215.69,213.18,291.14,339.56,362.1,363.13,275.91,231.37,199.15,233.58,242.07,300.82,170.94,129.71,91.54,38.14,28.73,9.48
USA,2004,3,short,4,S016,173059.09,1562.16,2175.26,1309.88,2122.59,10836.58,15187.4,12592.2,11669.63,12840.84,15579.82,15577.44,12355.99,8859.54,6638.06,5603.21,6036.11,7732.1,9193.3,15186.97,7832.6,7353.81,5187.55,2164.81,1836.47,327.2
USA,2005,1,short,4,S000,1207675,16025.64,2768.89,1557.13,2298.91,9892.64,15633.06,14251.12,15049.73,20021.36,33312.03,49296.08,65210.17,78002.19,87452.2,98421.94,124405.67,159126.74,176134.28,238815.22,139822.84,98992.39,75032.17,23960.21,20973.92,2986.29
USA,2005,1,short,4,S001,36320.26,461.37,116.38,53.04,56.59,86.25,171.14,390.81,754.19,1582.21,2771.19,3580.62,3912.66,3107.75,2314.36,2304.33,2773.39,3400.59,3781.63,4701.76,2872.86,1827.97,1409.18,418.53,366.71,51.82
USA,2005,1,short,4,S002,299904.94,70.39,260.48,287.38,320.67,478.91,634.31,809.82,1135.19,1964.84,4716.34,9607.35,16613.19,24543.67,30704.87,35903.74,42592.44,47411.83,42681.34,39168.17,26169.97,12973.25,10510.03,2455.91,2244.45,209.26
USA,2005,1,short,4,S003,4156.32,59.88,45.16,12.23,21.65,35.66,55.34,72.03,78.15,138.73,176.91,226.22,253.57,282.81,241.66,284.76,339.96,446.72,578.9,805.97,447.13,359.03,245.5,113.82,104.3,9.42
USA,2005,1,short,4,S004,49153.5,131.33,89.28,56.05,77.33,117.18,196.75,263.42,448.32,727.56,1303.83,2055.34,2883.6,4037.17,4509.89,4848.99,5794.42,6835.67,6826.01,7951.38,4944.65,3004.5,2339.36,664.47,578.74,85.8
USA,2005,1,short,4,S005,26826.48,2.1,2.1,1.02,6.19,71.35,175.28,246,293.15,526.39,1095.8,1427.42,1540.61,1282.53,1066.86,935.15,1361.06,2563.79,4535.67,9694,4974.97,4724.43,3423.84,1302.29,1145.22,156.95
USA,2005,1,short,4,S006,47206.97,232.24,177.54,124.34,160.89,325.06,315.63,283.01,281.79,455.29,685.24,975.29,1252.71,1568.7,1743.97,2275.14,3863.33,7012.83,10178.67,15295.31,9145.47,6148.37,4795.41,1351.51,1218.84,131.84
USA,2005,1,short,4,S007,335538.88,208.04,85.09,50.96,84.56,276.17,523.69,852.09,1463.35,2977.32,6419.52,11489.31,17188.44,21765.32,24669.87,26877.25,34179.67,45676.77,54473.03,86278.43,47990.37,38307.51,28492.28,9821.1,8489.48,1334.12
USA,2005,1,short,4,S008,57189.2,76.71,43.07,27.52,28.87,34.65,61.49,112.17,197.44,365.87,813.05,1370.69,2132.21,2563.73,3125.65,4024.18,5726.43,8659.39,11178.08,16648,9761.72,6886.16,5329.31,1555.67,1383.55,171.6
USA,2005,1,short,4,S009,19233.21,25.21,7.35,5.1,11.34,18.34,35.87,60.71,111.05,182.92,335.42,549.24,736.37,959.55,1241.5,1595.87,2161.47,2982.18,3356.62,4857.09,2720.11,2137.94,1592.71,545.52,469.33,76.38
USA,2005,1,short,4,S010,28591.96,192.27,75.63,33.63,28.87,50.95,75.83,84.38,124.43,198.34,368.16,585.97,754.67,917.19,1096.59,1414.85,2270.25,3761.2,5558.87,10999.88,5493.1,5514.08,3921.2,1595.67,1346.75,250.08
USA,2005,1,short,4,S011,85993.22,221.68,91.38,48.92,54.65,85.59,92.23,114.22,152.18,239.44,514.39,1143.38,1967.8,3270.74,5441.57,8000.94,11738.36,16064.92,16884.83,19865.99,12198.37,7663.25,5950.19,1711.53,1527.73,183.11
USA,2005,1,short,4,S012,44131.64,269.94,74.8,24.42,36.22,42.16,92.24,173.15,341.05,838.18,2074.63,3712.5,4964.69,4900.21,4110.68,3685.61,4011.67,4492.49,4547.5,5739.51,3323.99,2415.8,1827.31,588.53,508.65,80.03
USA,2005,1,short,4,S013,6051.11,9.46,7.36,4.08,9.28,21.4,36.89,33.96,63.75,88.39,169.77,236.45,340.85,395.98,413.91,461.93,600.57,827.19,951.63,1378.28,782.36,596.11,421.08,175.36,145.21,30.34
USA,2005,1,short,4,S014,28221.95,106.11,14.7,4.08,10.31,20.38,39.96,68.94,119.28,174.7,345.64,625.67,857.07,1248.42,1582.84,1840.38,2842.4,4184.51,5387.31,8749.25,4912.35,3838.52,2815.15,1024.39,879.36,145.44
USA,2005,1,short,4,S015,15659.91,13081.13,315.1,94.77,112.39,175.26,157.81,135.83,115.16,132.56,146.23,174.25,187.64,212.11,161.1,77.48,76.44,86.53,105.71,112.39,67.62,44.75,35.51,9.23,7.16,2.09
USA,2005,1,short,4,S016,123495.43,877.78,1363.47,729.61,1279.1,8053.34,12968.61,10550.58,9371.24,9428.62,11375.91,11536.38,9624.08,6946.3,5026.88,3891.32,4073.8,4720.12,5108.47,6569.82,4017.8,2550.7,1924.11,626.69,558.44,68.02
USA,2005,2,short,4,S000,1240342,12425.92,1991.94,1281.45,1468.36,3817.89,4909.31,5327.22,7317.36,11410.88,20069.46,30106.78,38956.78,49492.51,60384.58,73826.66,101727.14,148778.25,202661.71,464387.78,211592.38,252795.4,164685.18,88110.22,71791.56,16318.66
USA,2005,2,short,4,S001,33074.68,322.78,91.45,41.81,46.95,83.96,134.78,272.09,517.45,799.07,1229.66,1547.59,1807.86,1655.13,1655.05,1968.6,2681.13,3814.22,4961.72,9443.38,4696.47,4742.82,3229.26,1511.74,1276.92,233.7
USA,2005,2,short,4,S002,278789.02,70.36,190.69,249.24,246.25,318.46,422.63,639.87,1288.89,2682.13,5942.98,10513.74,15187.03,20816.94,25299.84,28495.31,34659.98,41105.15,41071.16,49588.38,29551.58,19964.57,14937.5,5001.85,4352.77,642.25
USA,2005,2,short,4,S003,5566.21,38.86,34.77,10.26,12.31,32.77,54.63,62.95,74.12,125.56,186.35,229.97,272.44,264.27,286.96,324.98,422.58,581.21,706.5,1844.73,828.58,1016.28,615.38,401.51,312.38,89.49
USA,2005,2,short,4,S004,55156.65,106.06,71.64,40,68.73,96.25,174.19,213.63,318.1,522.83,792.52,1234.32,2031.66,2781.87,3405.21,4233.84,5440.19,7518.42,9153.16,16954.02,8484.29,8461.84,5739.17,2719.71,2213.35,506.43
USA,2005,2,short,4,S005,45648.74,1.05,3.16,2.05,12.31,21.51,73.19,85.69,112.25,237.87,393.41,567.18,507.75,443.06,454.32,620.91,1323.16,3240.5,7521.21,30028.16,11394.48,18657.43,11320.45,7347.86,5945.42,1403.47
USA,2005,2,short,4,S006,74966.21,149.12,134.85,100.51,122.08,133.11,166.98,177.51,193.54,309.79,531.42,856.8,1140.4,1420.19,1692.54,2098.82,3726.77,7752.21,14240.13,40019.45,17646.51,22379.04,14616.66,7761.89,6517.88,1239.24
USA,2005,2,short,4,S007,349403.55,170.12,73.75,59.49,66.68,127.99,241.19,393.2,721.67,1334.89,2685.82,4604.66,6608.64,9085.23,12192.48,15885.46,23703.38,38729.67,60562.97,172156.26,71816.25,100408.79,63302.41,37133.92,29765.19,7380.84
USA,2005,2,short,4,S008,88312.91,55.66,22.12,25.64,15.39,43,61.84,85.66,166.77,349.92,793.54,1307.59,1674.14,1961.84,2463.8,3501.37,5714.87,10286.46,17146.65,42636.65,19529.27,23106.32,15530.31,7569.77,6239.3,1328.71
USA,2005,2,short,4,S009,21509.35,19.95,3.16,4.1,2.05,10.24,27.83,58.83,72.06,118.36,214,272.71,369.67,490.21,682.65,980.99,1504.18,2598.81,3839.3,10240.25,4365.72,5877.64,3667.86,2211.89,1771.5,441.15
USA,2005,2,short,4,S010,35830.66,150.17,68.48,29.74,29.75,20.48,38.14,73.27,95.74,134.82,284.65,396.86,506.39,635.45,832.68,1100.72,1917.7,3452.99,6044.58,20018.05,7849.19,12182.06,7327.56,4862.45,3781.39,1085.5
USA,2005,2,short,4,S011,91869.53,138.63,64.27,37.95,32.83,45.05,80.4,81.53,164.72,260.39,549.86,1086.81,1715.73,2966.54,4761.59,6989.88,10682.48,15334.45,17975.83,28900.57,15548.01,13327.86,9344.23,3974.99,3377.72,593.85
USA,2005,2,short,4,S012,42329.5,160.29,44.46,22.81,21.79,46.08,69.31,123.18,224.79,495.66,1167.36,1772.78,2110.65,2367.44,2464.08,2917.29,3746.17,5009.78,6479.66,13085.93,6326.39,6755.76,4586.45,2166.89,1830.44,334.85
USA,2005,2,short,4,S013,12832.64,1.05,10.54,6.15,22.57,34.81,87.61,113.52,137.95,185.25,292.84,401.94,464.87,608.22,632.31,768.69,1025.25,1465.61,2062.97,4510.48,1989.39,2521.77,1564.95,957.83,760.39,197.94
USA,2005,2,short,4,S014,36057.46,82.96,9.48,7.18,14.36,68.6,192.74,240.46,263.54,302.58,341.99,496.58,651.22,1015.72,1267.64,1902.61,2847.37,4613.39,6434.16,15304.86,7080.37,8223.38,5456.95,2765.12,2262.67,502.22
USA,2005,2,short,4,S015,12703.66,10246.62,295.02,120.06,93.44,82.94,99.98,103.26,94.8,107.04,144.43,159.79,182.42,189.69,159.17,93.57,92.59,94.69,124.14,220.02,118.51,101.32,74.38,26.84,22.61,4.21
USA,2005,2,short,4,S016,56291.22,712.23,874.12,524.45,660.86,2652.65,2983.88,2602.57,2870.97,3444.72,4518.63,4657.46,3725.91,2790.7,2134.26,1943.62,2239.34,3180.69,4337.59,9436.6,4367.37,5068.53,3371.66,1695.95,1361.64,334.81
USA,2005,3,short,4,S000,2448017,28451.56,4760.83,2838.57,3767.28,13710.53,20542.37,19578.34,22367.09,31432.24,53381.49,79402.86,104166.95,127494.7,147836.78,172248.6,226132.81,307904.99,378795.99,703203.01,351415.22,351787.79,239717.36,112070.43,92765.49,19304.95
USA,2005,3,short,4,S001,69394.94,784.15,207.83,94.84,103.54,170.21,305.92,662.89,1271.64,2381.28,4000.86,5128.22,5720.52,4762.88,3969.41,4272.93,5454.52,7214.81,8743.35,14145.13,7569.33,6570.79,4638.44,1930.27,1643.63,285.52
USA,2005,3,short,4,S002,578693.96,140.75,451.17,536.61,566.92,797.37,1056.94,1449.69,2424.08,4646.97,10659.32,20121.09,31800.22,45360.62,56004.71,64399.05,77252.42,88516.98,83752.5,88756.54,55721.55,32937.82,25447.53,7457.77,6597.22,851.51
USA,2005,3,short,4,S003,9722.53,98.74,79.93,22.49,33.96,68.43,109.96,134.98,152.27,264.29,363.27,456.19,526.01,547.08,528.61,609.74,762.54,1027.93,1285.4,2650.7,1275.7,1375.32,860.89,515.33,416.67,98.91
USA,2005,3,short,4,S004,104310.15,237.39,160.92,96.05,146.07,213.43,370.94,477.05,766.42,1250.39,2096.34,3289.66,4915.26,6819.05,7915.1,9082.83,11234.61,14354.1,15979.17,24905.4,13428.94,11466.34,8078.54,3384.18,2792.09,592.22
USA,2005,3,short,4,S005,72475.22,3.15,5.26,3.07,18.5,92.86,248.47,331.69,405.4,764.26,1489.21,1994.6,2048.36,1725.6,1521.18,1556.06,2684.22,5804.29,12056.88,39722.16,16369.45,23381.86,14744.29,8650.15,7090.64,1560.41
USA,2005,3,short,4,S006,122173.18,381.36,312.39,224.85,282.97,458.17,482.61,460.52,475.33,765.07,1216.66,1832.09,2393.11,2988.89,3436.51,4373.96,7590.1,14765.03,24418.8,55314.75,26791.98,28527.41,19412.06,9113.4,7736.72,1371.08
USA,2005,3,short,4,S007,684942.43,378.17,158.83,110.45,151.24,404.16,764.88,1245.3,2185.02,4312.21,9105.33,16093.97,23797.08,30850.56,36862.35,42762.71,57883.04,84406.44,115036.01,258434.69,119806.62,138716.31,91794.68,46955.02,38254.67,8714.95
USA,2005,3,short,4,S008,145502.12,132.37,65.19,53.16,44.26,77.65,123.33,197.83,364.21,715.79,1606.59,2678.28,3806.35,4525.56,5589.45,7525.56,11441.3,18945.85,28324.74,59284.64,29290.99,29992.48,20859.62,9125.44,7622.85,1500.32
USA,2005,3,short,4,S009,40742.55,45.17,10.51,9.2,13.39,28.58,63.69,119.54,183.11,301.27,549.42,821.96,1106.04,1449.76,1924.16,2576.86,3665.64,5580.99,7195.92,15097.35,7085.83,8015.58,5260.57,2757.41,2240.83,517.53
USA,2005,3,short,4,S010,64422.62,342.44,144.11,63.37,58.62,71.43,113.97,157.66,220.17,333.17,652.81,982.82,1261.07,1552.64,1929.26,2515.57,4187.95,7214.19,11603.44,31017.93,13342.29,17696.15,11248.76,6458.12,5128.14,1335.58
USA,2005,3,short,4,S011,177862.75,360.31,155.65,86.87,87.48,130.65,172.62,195.75,316.91,499.84,1064.25,2230.19,3683.53,6237.29,10203.16,14990.82,22420.84,31399.38,34860.66,48766.56,27746.37,20991.11,15294.42,5686.52,4905.45,776.96
USA,2005,3,short,4,S012,86461.15,430.23,119.26,47.23,58.01,88.23,161.54,296.33,565.84,1333.84,3241.98,5485.28,7075.34,7267.65,6574.76,6602.9,7757.84,9502.28,11027.16,18825.44,9650.38,9171.56,6413.76,2755.42,2339.09,414.88
USA,2005,3,short,4,S013,18883.75,10.51,17.89,10.23,31.85,56.21,124.5,147.48,201.7,273.64,462.61,638.39,805.72,1004.2,1046.22,1230.62,1625.83,2292.79,3014.59,5888.76,2771.75,3117.88,1986.03,1133.19,905.6,228.28
USA,2005,3,short,4,S014,64279.42,189.07,24.19,11.26,24.67,88.98,232.71,309.4,382.82,477.28,687.63,1122.25,1508.29,2264.14,2850.48,3743,5689.77,8797.91,11821.47,24054.11,11992.72,12061.9,8272.1,3789.52,3142.03,647.65
USA,2005,3,short,4,S015,28363.57,23327.75,610.12,214.83,205.83,258.2,257.79,239.09,209.96,239.6,290.66,334.04,370.06,401.8,320.27,171.05,169.03,181.21,229.85,332.41,186.14,146.07,109.88,36.06,29.76,6.3
USA,2005,3,short,4,S016,179786.66,1590.01,2237.58,1254.06,1939.96,10705.99,15952.49,13153.15,12242.21,12873.34,15894.54,16193.84,13349.98,9737.01,7161.14,5834.93,6313.15,7900.8,9446.06,16006.42,8385.17,7619.22,5295.77,2322.64,1920.08,402.83
USA,2006,1,short,4,S000,1201942,15984.63,2543.21,1551.89,2075.1,9923.77,16161.14,15189.38,15014.66,20139.86,32031.2,49032.79,66168.39,81385.76,87624.22,98730.09,119452.87,154237.59,173100.82,241594.63,141818.53,99776.1,75519.22,24256.88,21169.6,3087.28
USA,2006,1,short,4,S001,36354.16,422.47,114.36,52.04,55.92,86.79,186.21,386.35,660.27,1435.47,2526.82,3326.72,3916.94,3438.48,2437.32,2379.29,2653.97,3527.59,3799.55,4947.62,3058.08,1888.33,1481,406.69,360.58,45.97
USA,2006,1,short,4,S002,299637.42,75.09,243.89,289.1,271.64,447.94,628.33,790.77,1091.37,1938.47,4332.14,9399.19,16694.07,25515.87,30983.34,36151.74,41134.3,46485.04,43106.86,40058.26,26836.43,13195.63,10670.13,2517.06,2279.68,235.29
USA,2006,1,short,4,S003,3837.9,60.49,51.73,18.45,16.34,34.46,53.04,82.86,71.8,97.08,180.46,195.83,231.55,272.3,257.69,255.5,302.8,420.75,484.75,750.03,394.01,356.38,257.87,98.67,85.04,13.66
USA,2006,1,short,4,S004,48173.72,131.43,73.92,45.11,51.06,100.33,185.65,284.42,430.82,694.89,1269.39,2050.79,2961.85,4052.41,4579.27,4884.89,5531.21,6510.98,6632.76,7702.54,4903.24,2796.28,2164.58,631.1,556.38,74.59
USA,2006,1,short,4,S005,33898.41,0,3.17,4.1,4.09,70.04,174.71,266.39,337.04,493.38,1071.26,1429.93,1623.26,1445.08,1192.05,1203.86,1815.32,3412.78,6083.34,13268.63,6891.28,6384.42,4658.87,1727.7,1506.11,221.64
USA,2006,1,short,4,S006,48740.31,223.17,152.04,119.94,160.33,300.99,350.88,300.75,292.33,430.2,679.02,928.44,1259.87,1610.6,1858.16,2356.83,4072.22,7226.3,10097.03,16321.22,9741.09,6578.87,5110.61,1466.63,1310.41,155.46
USA,2006,1,short,4,S007,328270.24,195.03,93.97,51.26,93.96,240.21,494.75,870.64,1552.05,2895.16,6152.54,11437.63,17165.67,22404.3,24399.08,26752.47,32474.14,43259.1,52530.65,85207.64,47415.44,37812.72,27976.81,9843.87,8493.31,1353.02
USA,2006,1,short,4,S008,55103.29,86.56,27.45,26.65,30.64,36.48,80.58,108.44,188.73,402.61,785.05,1372.87,2152.7,2782.49,3160.69,3990.42,5441.36,8153.37,10299.6,15976.61,9358.19,6618.58,5087.26,1530.36,1360.61,169.11
USA,2006,1,short,4,S009,17131.37,32.33,1.06,5.13,7.15,23.31,41.82,69.56,99.49,191.08,307.9,536.77,706.78,954.06,1083.09,1403.23,1839.94,2578.88,2861.11,4388.68,2505.49,1883.75,1380.7,503.61,433.39,70.38
USA,2006,1,short,4,S010,26126.75,210.66,81.3,21.53,18.38,39.53,71.4,85.94,96.42,159.42,318.12,488.1,729.08,843.18,1059.01,1372.15,2033.25,3415.62,4999.02,10084.63,5135.65,4955.17,3493.65,1464.7,1232.64,233.21
USA,2006,1,short,4,S011,83452.37,222.13,90.8,55.36,70.46,74.99,97.92,132.99,157.96,250.35,533.24,1012.69,1959.65,3376.65,5223.42,7574.78,10980.75,15146.74,16579.7,19911.79,12331.82,7574.9,5930.05,1642.42,1432.36,210.08
USA,2006,1,short,4,S012,44114.7,194.93,54.61,20.75,28.84,41.92,100.45,201.9,354.26,864.91,1952.45,3630.58,5067.66,5120.43,4200.57,3745.02,3915.46,4408.68,4485.83,5725.44,3355.36,2370.12,1800.29,569.76,498.06,71.68
USA,2006,1,short,4,S013,5825.18,15.64,6.33,3.08,9.19,23.31,42.84,42.96,56.41,87.88,153.95,250.63,326.6,416.52,425.79,523.07,588.5,746.89,807.24,1298.36,733.46,565.12,405.07,160.33,137.29,23.11
USA,2006,1,short,4,S014,28867.33,120.97,9.5,3.08,17.36,16.21,46.92,53.19,127.19,189.04,371.11,618.96,962.6,1310.06,1585.38,1984.65,2839.89,4188.42,5323.14,9099.66,5074.62,4027.15,2959.36,1068.89,933.37,135.5
USA,2006,1,short,4,S015,15599.32,13016.91,296.71,100.49,92.95,141.9,141.79,149.38,120.02,137.97,132.59,191.82,189.16,226.98,171.17,93.62,87.59,94.7,97.85,115.73,66.79,48.95,36.6,12.36,10.26,2.11
USA,2006,1,short,4,S016,126809.51,976.84,1242.36,735.82,1146.79,8245.38,13463.83,11362.84,9378.48,9871.95,11265.15,12161.85,10220.96,7616.37,5008.2,4058.58,3742.18,4661.74,4912.39,6737.79,4017.58,2719.71,2106.38,612.74,540.11,72.49
USA,2006,2,short,4,S000,1224322,12551.43,2090.77,1184.31,1340.17,3821.72,4997.14,5717,7048.96,11369.45,19526.96,30252.31,39611.43,51682.24,60735.85,73164.02,98768.43,143486.47,196545.19,460428.13,210308.56,250119.56,162853.36,87266.21,71070.47,16195.73
USA,2006,2,short,4,S001,33591.04,337.81,92.96,35.54,45.96,72.37,156.47,275.38,432.81,785.95,1153.27,1563.53,1751.01,1796.01,1752.81,2025.76,2752.18,3879.97,5107.88,9573.38,4877.8,4689.35,3279.02,1407.18,1200.7,204.95
USA,2006,2,short,4,S002,279959.22,71.78,216.91,219.83,224.7,293.54,410.68,705.93,1302.61,2686.41,5556.59,10389.49,15272.06,21491.12,25526.26,28978.52,34492.68,40762.72,40650.06,50707.32,29974.31,20649.02,15445.77,5175.29,4520.56,646.17
USA,2006,2,short,4,S003,5112.63,45.77,25.27,13.29,18.38,35.67,45.4,59.6,74.58,115.6,171.96,228.06,271.97,283.15,288.87,309.71,397.48,491.8,699.06,1537,694.48,842.62,513.76,329.34,263.79,65.68
